,realtime_start,date,value,series_id,description,dtime
758,2015-03-19,2015-03-14,291000.0,ICSA, Initial Claims,2015-03-14
1479,2015-03-26,2015-03-14,2416000.0,CCSA, Continued Claims ,2015-03-14
759,2015-03-26,2015-03-21,282000.0,ICSA, Initial Claims,2015-03-21
1480,2015-04-02,2015-03-21,2325000.0,CCSA, Continued Claims ,2015-03-21
760,2015-04-02,2015-03-28,268000.0,ICSA, Initial Claims,2015-03-28
1481,2015-04-09,2015-03-28,2304000.0,CCSA, Continued Claims ,2015-03-28
3683,2015-05-08,2015-04-01,6580.0,LNS12032194, Part-Time for Econ Reasons,2015-04-01
2858,2015-05-08,2015-04-01,8549.0,UNEMPLOY, Unemployment Level,2015-04-01
264,2015-05-06,2015-04-01,119228.0,NPPTTL, ADP,2015-04-01
99,2015-05-08,2015-04-01,119460.0,USPRIV, BLS private,2015-04-01
2529,2015-06-01,2015-04-01,99.7244,BSCICP03USM665S, OECD Business Confidence,2015-04-01
3023,2015-05-08,2015-04-01,157072.0,CLF16OV, Civilian Labor Force,2015-04-01
3518,2015-05-08,2015-04-01,62.8,CIVPART, Civilian Participation Rate,2015-04-01
3353,2015-05-08,2015-04-01,10.8,U6Rate, Unemployed plus Marginally Attached ,2015-04-01
1871,2015-06-09,2015-04-01,4887.0,JTS1000JOL, Job Openings: Total Private,2015-04-01
2199,2015-06-09,2015-04-01,4553.0,JTS1000TSL,  Total Separations: Total Private ,2015-04-01
2035,2015-06-09,2015-04-01,4669.0,JTS1000HIL,  Hires: Total Private ,2015-04-01
3188,2015-05-08,2015-04-01,2525.0,UEMP27OV, Unemployed for 27 Weeks,2015-04-01
2363,2015-06-01,2015-04-01,100.9108,CSCICP03USM665S, OECD US Consumer Confidence,2015-04-01
2693,2015-05-08,2015-04-01,5.4,UNRATE, Unemployment Rate,2015-04-01
1482,2015-04-16,2015-04-04,2268000.0,CCSA, Continued Claims ,2015-04-04
761,2015-04-09,2015-04-04,281000.0,ICSA, Initial Claims,2015-04-04
1483,2015-04-23,2015-04-11,2325000.0,CCSA, Continued Claims ,2015-04-11
762,2015-04-16,2015-04-11,294000.0,ICSA, Initial Claims,2015-04-11
763,2015-04-23,2015-04-18,295000.0,ICSA, Initial Claims,2015-04-18
1484,2015-04-30,2015-04-18,2253000.0,CCSA, Continued Claims ,2015-04-18
764,2015-04-30,2015-04-25,262000.0,ICSA, Initial Claims,2015-04-25
1485,2015-05-07,2015-04-25,2228000.0,CCSA, Continued Claims ,2015-04-25
3519,2015-06-05,2015-05-01,62.9,CIVPART, Civilian Participation Rate,2015-05-01
2528,2015-06-01,2015-05-01,99.8157,BSCICP03USM665S, OECD Business Confidence,2015-05-01
2036,2015-07-07,2015-05-01,4668.0,JTS1000HIL,  Hires: Total Private ,2015-05-01
100,2015-06-05,2015-05-01,119738.0,USPRIV, BLS private,2015-05-01
2200,2015-07-07,2015-05-01,4433.0,JTS1000TSL,  Total Separations: Total Private ,2015-05-01
3024,2015-06-05,2015-05-01,157469.0,CLF16OV, Civilian Labor Force,2015-05-01
1872,2015-07-07,2015-05-01,4852.0,JTS1000JOL, Job Openings: Total Private,2015-05-01
265,2015-06-03,2015-05-01,119425.0,NPPTTL, ADP,2015-05-01
2364,2015-06-01,2015-05-01,100.6645,CSCICP03USM665S, OECD US Consumer Confidence,2015-05-01
2694,2015-06-05,2015-05-01,5.5,UNRATE, Unemployment Rate,2015-05-01
3354,2015-06-05,2015-05-01,10.8,U6Rate, Unemployed plus Marginally Attached ,2015-05-01
3684,2015-06-05,2015-05-01,6652.0,LNS12032194, Part-Time for Econ Reasons,2015-05-01
2859,2015-06-05,2015-05-01,8674.0,UNEMPLOY, Unemployment Level,2015-05-01
3189,2015-06-05,2015-05-01,2502.0,UEMP27OV, Unemployed for 27 Weeks,2015-05-01
1486,2015-05-14,2015-05-02,2229000.0,CCSA, Continued Claims ,2015-05-02
765,2015-05-07,2015-05-02,265000.0,ICSA, Initial Claims,2015-05-02
1487,2015-05-21,2015-05-09,2211000.0,CCSA, Continued Claims ,2015-05-09
766,2015-05-14,2015-05-09,264000.0,ICSA, Initial Claims,2015-05-09
767,2015-05-21,2015-05-16,274000.0,ICSA, Initial Claims,2015-05-16
1488,2015-05-28,2015-05-16,2222000.0,CCSA, Continued Claims ,2015-05-16
768,2015-05-28,2015-05-23,282000.0,ICSA, Initial Claims,2015-05-23
1489,2015-06-04,2015-05-23,2196000.0,CCSA, Continued Claims ,2015-05-23
1490,2015-06-11,2015-05-30,2265000.0,CCSA, Continued Claims ,2015-05-30
769,2015-06-04,2015-05-30,276000.0,ICSA, Initial Claims,2015-05-30
2530,2015-07-01,2015-06-01,100.0343,BSCICP03USM665S, OECD Business Confidence,2015-06-01
3190,2015-07-02,2015-06-01,2121.0,UEMP27OV, Unemployed for 27 Weeks,2015-06-01
2695,2015-07-02,2015-06-01,5.3,UNRATE, Unemployment Rate,2015-06-01
3520,2015-07-02,2015-06-01,62.6,CIVPART, Civilian Participation Rate,2015-06-01
2037,2015-08-12,2015-06-01,4853.0,JTS1000HIL,  Hires: Total Private ,2015-06-01
3685,2015-07-02,2015-06-01,6505.0,LNS12032194, Part-Time for Econ Reasons,2015-06-01
3355,2015-07-02,2015-06-01,10.5,U6Rate, Unemployed plus Marginally Attached ,2015-06-01
1873,2015-08-12,2015-06-01,4762.0,JTS1000JOL, Job Openings: Total Private,2015-06-01
101,2015-07-02,2015-06-01,119932.0,USPRIV, BLS private,2015-06-01
2365,2015-07-01,2015-06-01,101.0004,CSCICP03USM665S, OECD US Consumer Confidence,2015-06-01
266,2015-07-01,2015-06-01,119679.656,NPPTTL, ADP,2015-06-01
2860,2015-07-02,2015-06-01,8299.0,UNEMPLOY, Unemployment Level,2015-06-01
3025,2015-07-02,2015-06-01,157037.0,CLF16OV, Civilian Labor Force,2015-06-01
2201,2015-08-12,2015-06-01,4620.0,JTS1000TSL,  Total Separations: Total Private ,2015-06-01
770,2015-06-11,2015-06-06,279000.0,ICSA, Initial Claims,2015-06-06
1491,2015-06-18,2015-06-06,2222000.0,CCSA, Continued Claims ,2015-06-06
771,2015-06-18,2015-06-13,267000.0,ICSA, Initial Claims,2015-06-13
1492,2015-06-25,2015-06-13,2247000.0,CCSA, Continued Claims ,2015-06-13
1493,2015-07-02,2015-06-20,2264000.0,CCSA, Continued Claims ,2015-06-20
772,2015-06-25,2015-06-20,271000.0,ICSA, Initial Claims,2015-06-20
1494,2015-07-09,2015-06-27,2334000.0,CCSA, Continued Claims ,2015-06-27
773,2015-07-02,2015-06-27,281000.0,ICSA, Initial Claims,2015-06-27
3686,2015-08-07,2015-07-01,6325.0,LNS12032194, Part-Time for Econ Reasons,2015-07-01
3191,2015-08-07,2015-07-01,2180.0,UEMP27OV, Unemployed for 27 Weeks,2015-07-01
2861,2015-08-07,2015-07-01,8266.0,UNEMPLOY, Unemployment Level,2015-07-01
2366,2015-08-03,2015-07-01,100.8846,CSCICP03USM665S, OECD US Consumer Confidence,2015-07-01
2531,2015-08-03,2015-07-01,99.9733,BSCICP03USM665S, OECD Business Confidence,2015-07-01
3356,2015-08-07,2015-07-01,10.4,U6Rate, Unemployed plus Marginally Attached ,2015-07-01
2696,2015-08-07,2015-07-01,5.3,UNRATE, Unemployment Rate,2015-07-01
3026,2015-08-07,2015-07-01,157106.0,CLF16OV, Civilian Labor Force,2015-07-01
3521,2015-08-07,2015-07-01,62.6,CIVPART, Civilian Participation Rate,2015-07-01
1874,2015-09-09,2015-07-01,5266.0,JTS1000JOL, Job Openings: Total Private,2015-07-01
267,2015-08-05,2015-07-01,119851.236,NPPTTL, ADP,2015-07-01
102,2015-08-07,2015-07-01,120148.0,USPRIV, BLS private,2015-07-01
2038,2015-09-09,2015-07-01,4653.0,JTS1000HIL,  Hires: Total Private ,2015-07-01
2202,2015-09-09,2015-07-01,4401.0,JTS1000TSL,  Total Separations: Total Private ,2015-07-01
1495,2015-07-16,2015-07-04,2215000.0,CCSA, Continued Claims ,2015-07-04
774,2015-07-09,2015-07-04,297000.0,ICSA, Initial Claims,2015-07-04
1496,2015-07-23,2015-07-11,2207000.0,CCSA, Continued Claims ,2015-07-11
775,2015-07-16,2015-07-11,281000.0,ICSA, Initial Claims,2015-07-11
1497,2015-07-30,2015-07-18,2262000.0,CCSA, Continued Claims ,2015-07-18
776,2015-07-23,2015-07-18,255000.0,ICSA, Initial Claims,2015-07-18
1498,2015-08-06,2015-07-25,2255000.0,CCSA, Continued Claims ,2015-07-25
777,2015-07-30,2015-07-25,267000.0,ICSA, Initial Claims,2015-07-25
103,2015-09-04,2015-08-01,120293.0,USPRIV, BLS private,2015-08-01
3192,2015-09-04,2015-08-01,2187.0,UEMP27OV, Unemployed for 27 Weeks,2015-08-01
1499,2015-08-13,2015-08-01,2273000.0,CCSA, Continued Claims ,2015-08-01
2039,2015-10-16,2015-08-01,4730.0,JTS1000HIL,  Hires: Total Private ,2015-08-01
778,2015-08-06,2015-08-01,270000.0,ICSA, Initial Claims,2015-08-01
3027,2015-09-04,2015-08-01,157065.0,CLF16OV, Civilian Labor Force,2015-08-01
3687,2015-09-04,2015-08-01,6483.0,LNS12032194, Part-Time for Econ Reasons,2015-08-01
2367,2015-09-01,2015-08-01,100.7163,CSCICP03USM665S, OECD US Consumer Confidence,2015-08-01
1875,2015-10-16,2015-08-01,4878.0,JTS1000JOL, Job Openings: Total Private,2015-08-01
2203,2015-10-16,2015-08-01,4518.0,JTS1000TSL,  Total Separations: Total Private ,2015-08-01
268,2015-09-02,2015-08-01,120035.152,NPPTTL, ADP,2015-08-01
2532,2015-09-01,2015-08-01,99.6665,BSCICP03USM665S, OECD Business Confidence,2015-08-01
3357,2015-09-04,2015-08-01,10.3,U6Rate, Unemployed plus Marginally Attached ,2015-08-01
2862,2015-09-04,2015-08-01,8029.0,UNEMPLOY, Unemployment Level,2015-08-01
2697,2015-09-04,2015-08-01,5.1,UNRATE, Unemployment Rate,2015-08-01
3522,2015-09-04,2015-08-01,62.6,CIVPART, Civilian Participation Rate,2015-08-01
779,2015-08-13,2015-08-08,274000.0,ICSA, Initial Claims,2015-08-08
1500,2015-08-20,2015-08-08,2254000.0,CCSA, Continued Claims ,2015-08-08
1501,2015-08-27,2015-08-15,2269000.0,CCSA, Continued Claims ,2015-08-15
780,2015-08-20,2015-08-15,277000.0,ICSA, Initial Claims,2015-08-15
1502,2015-09-03,2015-08-22,2257000.0,CCSA, Continued Claims ,2015-08-22
781,2015-08-27,2015-08-22,271000.0,ICSA, Initial Claims,2015-08-22
782,2015-09-03,2015-08-29,282000.0,ICSA, Initial Claims,2015-08-29
1503,2015-09-10,2015-08-29,2260000.0,CCSA, Continued Claims ,2015-08-29
104,2015-10-02,2015-09-01,120342.0,USPRIV, BLS private,2015-09-01
2863,2015-10-02,2015-09-01,7915.0,UNEMPLOY, Unemployment Level,2015-09-01
2533,2015-10-01,2015-09-01,99.4018,BSCICP03USM665S, OECD Business Confidence,2015-09-01
3358,2015-10-02,2015-09-01,10.0,U6Rate, Unemployed plus Marginally Attached ,2015-09-01
2204,2015-11-12,2015-09-01,4533.0,JTS1000TSL,  Total Separations: Total Private ,2015-09-01
269,2015-09-30,2015-09-01,120222.142,NPPTTL, ADP,2015-09-01
2040,2015-11-12,2015-09-01,4707.0,JTS1000HIL,  Hires: Total Private ,2015-09-01
3523,2015-10-02,2015-09-01,62.4,CIVPART, Civilian Participation Rate,2015-09-01
2368,2015-10-01,2015-09-01,100.2299,CSCICP03USM665S, OECD US Consumer Confidence,2015-09-01
3688,2015-10-02,2015-09-01,6036.0,LNS12032194, Part-Time for Econ Reasons,2015-09-01
3028,2015-10-02,2015-09-01,156715.0,CLF16OV, Civilian Labor Force,2015-09-01
2698,2015-10-02,2015-09-01,5.1,UNRATE, Unemployment Rate,2015-09-01
1876,2015-11-12,2015-09-01,5020.0,JTS1000JOL, Job Openings: Total Private,2015-09-01
3193,2015-10-02,2015-09-01,2104.0,UEMP27OV, Unemployed for 27 Weeks,2015-09-01
783,2015-09-10,2015-09-05,275000.0,ICSA, Initial Claims,2015-09-05
1504,2015-09-17,2015-09-05,2237000.0,CCSA, Continued Claims ,2015-09-05
1505,2015-09-24,2015-09-12,2242000.0,CCSA, Continued Claims ,2015-09-12
784,2015-09-17,2015-09-12,264000.0,ICSA, Initial Claims,2015-09-12
1506,2015-10-01,2015-09-19,2191000.0,CCSA, Continued Claims ,2015-09-19
785,2015-09-24,2015-09-19,267000.0,ICSA, Initial Claims,2015-09-19
786,2015-10-01,2015-09-26,277000.0,ICSA, Initial Claims,2015-09-26
1507,2015-10-08,2015-09-26,2204000.0,CCSA, Continued Claims ,2015-09-26
3359,2015-11-06,2015-10-01,9.8,U6Rate, Unemployed plus Marginally Attached ,2015-10-01
3194,2015-11-06,2015-10-01,2142.0,UEMP27OV, Unemployed for 27 Weeks,2015-10-01
2699,2015-11-06,2015-10-01,5.0,UNRATE, Unemployment Rate,2015-10-01
3689,2015-11-06,2015-10-01,5767.0,LNS12032194, Part-Time for Econ Reasons,2015-10-01
2205,2015-12-08,2015-10-01,4506.0,JTS1000TSL,  Total Separations: Total Private ,2015-10-01
2369,2015-11-02,2015-10-01,100.3179,CSCICP03USM665S, OECD US Consumer Confidence,2015-10-01
105,2015-11-06,2015-10-01,120666.0,USPRIV, BLS private,2015-10-01
3524,2015-11-06,2015-10-01,62.4,CIVPART, Civilian Participation Rate,2015-10-01
1877,2015-12-08,2015-10-01,4887.0,JTS1000JOL, Job Openings: Total Private,2015-10-01
3029,2015-11-06,2015-10-01,157028.0,CLF16OV, Civilian Labor Force,2015-10-01
270,2015-11-04,2015-10-01,120389.491,NPPTTL, ADP,2015-10-01
2041,2015-12-08,2015-10-01,4790.0,JTS1000HIL,  Hires: Total Private ,2015-10-01
2864,2015-11-06,2015-10-01,7908.0,UNEMPLOY, Unemployment Level,2015-10-01
2534,2015-11-02,2015-10-01,99.3128,BSCICP03USM665S, OECD Business Confidence,2015-10-01
787,2015-10-08,2015-10-03,263000.0,ICSA, Initial Claims,2015-10-03
1508,2015-10-15,2015-10-03,2158000.0,CCSA, Continued Claims ,2015-10-03
788,2015-10-15,2015-10-10,255000.0,ICSA, Initial Claims,2015-10-10
1509,2015-10-22,2015-10-10,2170000.0,CCSA, Continued Claims ,2015-10-10
1510,2015-10-29,2015-10-17,2144000.0,CCSA, Continued Claims ,2015-10-17
789,2015-10-22,2015-10-17,259000.0,ICSA, Initial Claims,2015-10-17
790,2015-10-29,2015-10-24,260000.0,ICSA, Initial Claims,2015-10-24
1511,2015-11-05,2015-10-24,2163000.0,CCSA, Continued Claims ,2015-10-24
791,2015-11-05,2015-10-31,276000.0,ICSA, Initial Claims,2015-10-31
1512,2015-11-12,2015-10-31,2174000.0,CCSA, Continued Claims ,2015-10-31
3195,2015-12-04,2015-11-01,2050.0,UEMP27OV, Unemployed for 27 Weeks,2015-11-01
2865,2015-12-04,2015-11-01,7937.0,UNEMPLOY, Unemployment Level,2015-11-01
2206,2016-01-12,2015-11-01,4602.0,JTS1000TSL,  Total Separations: Total Private ,2015-11-01
2370,2015-12-01,2015-11-01,100.5177,CSCICP03USM665S, OECD US Consumer Confidence,2015-11-01
3525,2015-12-04,2015-11-01,62.5,CIVPART, Civilian Participation Rate,2015-11-01
106,2015-12-04,2015-11-01,120915.0,USPRIV, BLS private,2015-11-01
3030,2015-12-04,2015-11-01,157301.0,CLF16OV, Civilian Labor Force,2015-11-01
1878,2016-01-12,2015-11-01,4926.0,JTS1000JOL, Job Openings: Total Private,2015-11-01
271,2015-12-02,2015-11-01,120629.832,NPPTTL, ADP,2015-11-01
2042,2016-01-12,2015-11-01,4852.0,JTS1000HIL,  Hires: Total Private ,2015-11-01
3690,2015-12-04,2015-11-01,6086.0,LNS12032194, Part-Time for Econ Reasons,2015-11-01
3360,2015-12-04,2015-11-01,9.9,U6Rate, Unemployed plus Marginally Attached ,2015-11-01
2535,2015-12-01,2015-11-01,99.0721,BSCICP03USM665S, OECD Business Confidence,2015-11-01
2700,2015-12-04,2015-11-01,5.0,UNRATE, Unemployment Rate,2015-11-01
1513,2015-11-19,2015-11-07,2175000.0,CCSA, Continued Claims ,2015-11-07
792,2015-11-12,2015-11-07,276000.0,ICSA, Initial Claims,2015-11-07
1514,2015-11-25,2015-11-14,2207000.0,CCSA, Continued Claims ,2015-11-14
793,2015-11-19,2015-11-14,271000.0,ICSA, Initial Claims,2015-11-14
794,2015-11-25,2015-11-21,260000.0,ICSA, Initial Claims,2015-11-21
1515,2015-12-03,2015-11-21,2161000.0,CCSA, Continued Claims ,2015-11-21
795,2015-12-03,2015-11-28,269000.0,ICSA, Initial Claims,2015-11-28
1516,2015-12-10,2015-11-28,2243000.0,CCSA, Continued Claims ,2015-11-28
2866,2016-01-08,2015-12-01,7904.0,UNEMPLOY, Unemployment Level,2015-12-01
107,2016-01-08,2015-12-01,121241.0,USPRIV, BLS private,2015-12-01
2371,2016-01-04,2015-12-01,100.7215,CSCICP03USM665S, OECD US Consumer Confidence,2015-12-01
2701,2016-01-08,2015-12-01,5.0,UNRATE, Unemployment Rate,2015-12-01
2536,2016-01-04,2015-12-01,98.9376,BSCICP03USM665S, OECD Business Confidence,2015-12-01
3526,2016-01-08,2015-12-01,62.6,CIVPART, Civilian Participation Rate,2015-12-01
2207,2016-02-09,2015-12-01,4716.0,JTS1000TSL,  Total Separations: Total Private ,2015-12-01
272,2016-01-06,2015-12-01,120857.556,NPPTTL, ADP,2015-12-01
3196,2016-01-08,2015-12-01,2085.0,UEMP27OV, Unemployed for 27 Weeks,2015-12-01
3031,2016-01-08,2015-12-01,157833.0,CLF16OV, Civilian Labor Force,2015-12-01
3691,2016-01-08,2015-12-01,6022.0,LNS12032194, Part-Time for Econ Reasons,2015-12-01
1879,2016-02-09,2015-12-01,5086.0,JTS1000JOL, Job Openings: Total Private,2015-12-01
3361,2016-01-08,2015-12-01,9.9,U6Rate, Unemployed plus Marginally Attached ,2015-12-01
2043,2016-02-09,2015-12-01,4993.0,JTS1000HIL,  Hires: Total Private ,2015-12-01
1517,2015-12-17,2015-12-05,2238000.0,CCSA, Continued Claims ,2015-12-05
796,2015-12-10,2015-12-05,282000.0,ICSA, Initial Claims,2015-12-05
1518,2015-12-24,2015-12-12,2195000.0,CCSA, Continued Claims ,2015-12-12
797,2015-12-17,2015-12-12,271000.0,ICSA, Initial Claims,2015-12-12
798,2015-12-24,2015-12-19,267000.0,ICSA, Initial Claims,2015-12-19
1519,2015-12-31,2015-12-19,2198000.0,CCSA, Continued Claims ,2015-12-19
799,2015-12-31,2015-12-26,287000.0,ICSA, Initial Claims,2015-12-26
1520,2016-01-07,2015-12-26,2230000.0,CCSA, Continued Claims ,2015-12-26
3362,2016-02-05,2016-01-01,9.9,U6Rate, Unemployed plus Marginally Attached ,2016-01-01
3692,2016-02-05,2016-01-01,5988.0,LNS12032194, Part-Time for Econ Reasons,2016-01-01
3032,2016-02-05,2016-01-01,158335.0,CLF16OV, Civilian Labor Force,2016-01-01
1880,2016-03-17,2016-01-01,5075.0,JTS1000JOL, Job Openings: Total Private,2016-01-01
273,2016-02-03,2016-01-01,121062.757,NPPTTL, ADP,2016-01-01
3197,2016-02-05,2016-01-01,2089.0,UEMP27OV, Unemployed for 27 Weeks,2016-01-01
2044,2016-03-17,2016-01-01,4709.0,JTS1000HIL,  Hires: Total Private ,2016-01-01
3527,2016-02-05,2016-01-01,62.7,CIVPART, Civilian Participation Rate,2016-01-01
2702,2016-02-05,2016-01-01,4.9,UNRATE, Unemployment Rate,2016-01-01
2208,2016-03-17,2016-01-01,4575.0,JTS1000TSL,  Total Separations: Total Private ,2016-01-01
2372,2016-02-01,2016-01-01,100.7272,CSCICP03USM665S, OECD US Consumer Confidence,2016-01-01
2867,2016-02-05,2016-01-01,7791.0,UNEMPLOY, Unemployment Level,2016-01-01
2537,2016-02-01,2016-01-01,98.9154,BSCICP03USM665S, OECD Business Confidence,2016-01-01
108,2016-02-05,2016-01-01,121256.0,USPRIV, BLS private,2016-01-01
1521,2016-01-14,2016-01-02,2263000.0,CCSA, Continued Claims ,2016-01-02
800,2016-01-07,2016-01-02,277000.0,ICSA, Initial Claims,2016-01-02
801,2016-01-14,2016-01-09,284000.0,ICSA, Initial Claims,2016-01-09
1522,2016-01-21,2016-01-09,2208000.0,CCSA, Continued Claims ,2016-01-09
802,2016-01-21,2016-01-16,293000.0,ICSA, Initial Claims,2016-01-16
1523,2016-01-28,2016-01-16,2268000.0,CCSA, Continued Claims ,2016-01-16
803,2016-01-28,2016-01-23,278000.0,ICSA, Initial Claims,2016-01-23
1524,2016-02-04,2016-01-23,2255000.0,CCSA, Continued Claims ,2016-01-23
804,2016-02-04,2016-01-30,285000.0,ICSA, Initial Claims,2016-01-30
1525,2016-02-11,2016-01-30,2239000.0,CCSA, Continued Claims ,2016-01-30
2045,2016-04-05,2016-02-01,5067.0,JTS1000HIL,  Hires: Total Private ,2016-02-01
2538,2016-03-01,2016-02-01,99.1537,BSCICP03USM665S, OECD Business Confidence,2016-02-01
2373,2016-03-01,2016-02-01,100.6787,CSCICP03USM665S, OECD US Consumer Confidence,2016-02-01
3033,2016-03-04,2016-02-01,158890.0,CLF16OV, Civilian Labor Force,2016-02-01
274,2016-03-02,2016-02-01,121295.99,NPPTTL, ADP,2016-02-01
3363,2016-03-04,2016-02-01,9.7,U6Rate, Unemployed plus Marginally Attached ,2016-02-01
2703,2016-03-04,2016-02-01,4.9,UNRATE, Unemployment Rate,2016-02-01
109,2016-03-04,2016-02-01,121518.0,USPRIV, BLS private,2016-02-01
3198,2016-03-04,2016-02-01,2165.0,UEMP27OV, Unemployed for 27 Weeks,2016-02-01
3693,2016-03-04,2016-02-01,5988.0,LNS12032194, Part-Time for Econ Reasons,2016-02-01
2209,2016-04-05,2016-02-01,4706.0,JTS1000TSL,  Total Separations: Total Private ,2016-02-01
2868,2016-03-04,2016-02-01,7815.0,UNEMPLOY, Unemployment Level,2016-02-01
1881,2016-04-05,2016-02-01,4960.0,JTS1000JOL, Job Openings: Total Private,2016-02-01
3528,2016-03-04,2016-02-01,62.9,CIVPART, Civilian Participation Rate,2016-02-01
805,2016-02-11,2016-02-06,269000.0,ICSA, Initial Claims,2016-02-06
1526,2016-02-18,2016-02-06,2273000.0,CCSA, Continued Claims ,2016-02-06
1527,2016-02-25,2016-02-13,2253000.0,CCSA, Continued Claims ,2016-02-13
806,2016-02-18,2016-02-13,262000.0,ICSA, Initial Claims,2016-02-13
1528,2016-03-03,2016-02-20,2257000.0,CCSA, Continued Claims ,2016-02-20
807,2016-02-25,2016-02-20,272000.0,ICSA, Initial Claims,2016-02-20
808,2016-03-03,2016-02-27,278000.0,ICSA, Initial Claims,2016-02-27
1529,2016-03-10,2016-02-27,2225000.0,CCSA, Continued Claims ,2016-02-27
2539,2016-04-01,2016-03-01,99.6222,BSCICP03USM665S, OECD Business Confidence,2016-03-01
2704,2016-04-01,2016-03-01,5.0,UNRATE, Unemployment Rate,2016-03-01
1882,2016-05-10,2016-03-01,5251.0,JTS1000JOL, Job Openings: Total Private,2016-03-01
2869,2016-04-01,2016-03-01,7966.0,UNEMPLOY, Unemployment Level,2016-03-01
3694,2016-04-01,2016-03-01,6123.0,LNS12032194, Part-Time for Econ Reasons,2016-03-01
3364,2016-04-01,2016-03-01,9.8,U6Rate, Unemployed plus Marginally Attached ,2016-03-01
3199,2016-04-01,2016-03-01,2213.0,UEMP27OV, Unemployed for 27 Weeks,2016-03-01
2210,2016-05-10,2016-03-01,4698.0,JTS1000TSL,  Total Separations: Total Private ,2016-03-01
2374,2016-04-01,2016-03-01,100.4964,CSCICP03USM665S, OECD US Consumer Confidence,2016-03-01
3034,2016-04-01,2016-03-01,159286.0,CLF16OV, Civilian Labor Force,2016-03-01
3529,2016-04-01,2016-03-01,63.0,CIVPART, Civilian Participation Rate,2016-03-01
2046,2016-05-10,2016-03-01,4913.0,JTS1000HIL,  Hires: Total Private ,2016-03-01
110,2016-04-01,2016-03-01,121692.0,USPRIV, BLS private,2016-03-01
275,2016-03-30,2016-03-01,121487.042,NPPTTL, ADP,2016-03-01
1530,2016-03-17,2016-03-05,2235000.0,CCSA, Continued Claims ,2016-03-05
809,2016-03-10,2016-03-05,259000.0,ICSA, Initial Claims,2016-03-05
810,2016-03-17,2016-03-12,265000.0,ICSA, Initial Claims,2016-03-12
1531,2016-03-24,2016-03-12,2179000.0,CCSA, Continued Claims ,2016-03-12
1532,2016-03-31,2016-03-19,2173000.0,CCSA, Continued Claims ,2016-03-19
811,2016-03-24,2016-03-19,265000.0,ICSA, Initial Claims,2016-03-19
812,2016-03-31,2016-03-26,276000.0,ICSA, Initial Claims,2016-03-26
1533,2016-04-07,2016-03-26,2191000.0,CCSA, Continued Claims ,2016-03-26
3365,2016-05-06,2016-04-01,9.7,U6Rate, Unemployed plus Marginally Attached ,2016-04-01
2540,2016-05-02,2016-04-01,99.6169,BSCICP03USM665S, OECD Business Confidence,2016-04-01
3530,2016-05-06,2016-04-01,62.8,CIVPART, Civilian Participation Rate,2016-04-01
276,2016-05-04,2016-04-01,121639.109,NPPTTL, ADP,2016-04-01
111,2016-05-06,2016-04-01,121838.0,USPRIV, BLS private,2016-04-01
2375,2016-05-02,2016-04-01,100.3717,CSCICP03USM665S, OECD US Consumer Confidence,2016-04-01
